Pickup point,Request timestamp,
Airport,08:15:35,
City,17:17:11,
City,20:25:24,
City,22:47:49,
City,08:54:00,
Airport,00:10:00,
City,09:11:21,
City,15:04:14,
Airport,21:53:41,
City,04:58:39,
Airport,14:44:09,
Airport,18:35:15,
Airport,07:27:00,
City,18:29:00,
City,05:09:00,
City,23:54:00,
City,06:12:41,
City,12:16:57,
City,23:42:11,
City,03:14:00,
City,17:43:00,
Airport,07:29:00,
Airport,14:14:00,
City,17:38:09,
City,20:45:38,
City,17:02:22,
City,21:46:01,
City,17:16:00,
City,06:18:00,
City,15:31:00,
City,05:14:57,
City,14:36:48,
City,06:46:52,
Airport,05:29:41,
City,18:18:32,
Airport,19:25:57,
Airport,22:34:04,
City,09:10:00,
City,11:20:00,
Airport,13:16:00,
Airport,00:15:00,
City,07:51:00,
City,05:38:59,
City,13:25:02,
Airport,20:15:33,
Airport,04:06:50,
City,10:00:46,
Airport,11:10:28,
Airport,14:12:00,
City,16:49:00,
Airport,22:18:00,
Airport,06:09:39,
Airport,13:37:08,
Airport,19:23:18,
Airport,11:05:37,
City,11:44:00,
Airport,05:03:00,
City,09:18:00,
City,13:25:00,
City,17:30:00,
City,23:51:31,
City,00:05:00,
City,09:07:00,
City,07:47:00,
Airport,14:30:00,
Airport,04:49:07,
City,22:33:31,
City,05:29:40,
City,20:29:43,
City,04:51:02,
Airport,09:39:54,
Airport,12:26:51,
City,09:05:00,
City,12:25:00,
Airport,11:21:00,
Airport,17:06:00,
Airport,12:42:45,
City,17:16:47,
City,23:24:37,
Airport,05:46:40,
Airport,07:45:50,
Airport,05:24:00,
City,16:50:00,
Airport,19:17:00,
City,06:28:12,
City,02:10:36,
City,15:18:31,
City,21:38:10,
Airport,22:00:00,
City,06:39:00,
City,13:34:00,
Airport,19:37:00,
Airport,09:32:25,
Airport,13:51:00,
City,22:45:09,
Airport,09:22:47,
City,18:33:03,
Airport,13:03:25,
Airport,19:19:47,
City,08:26:00,
Airport,17:30:00,
Airport,23:15:18,
City,16:29:40,
City,03:38:02,
City,08:41:35,
Airport,14:07:10,
City,22:06:53,
Airport,06:13:00,
City,13:30:00,
Airport,18:10:00,
Airport,07:51:00,
City,11:18:00,
City,17:42:00,
Airport,09:48:30,
Airport,21:08:10,
Airport,17:22:20,
Airport,02:38:30,
Airport,18:57:01,
City,05:35:00,
Airport,14:12:00,
Airport,21:30:00,
City,02:35:00,
Airport,06:26:00,
City,10:01:00,
Airport,18:33:00,
Airport,23:18:00,
Airport,07:41:17,
Airport,11:41:40,
City,17:18:05,
City,07:34:57,
City,09:06:00,
Airport,20:10:00,
City,11:53:00,
Airport,09:49:32,
Airport,23:36:23,
City,07:51:59,
City,14:31:20,
Airport,21:48:06,
City,22:52:35,
City,08:27:01,
City,13:24:00,
Airport,12:57:00,
City,21:01:00,
Airport,22:58:22,
City,07:56:05,
City,22:09:30,
City,11:42:14,
Airport,16:15:34,
City,18:35:57,
City,11:38:00,
City,19:01:00,
Airport,22:57:00,
Airport,16:32:00,
City,19:34:00,
City,05:29:42,
City,09:47:53,
City,19:48:45,
Airport,15:39:00,
City,09:59:00,
Airport,17:14:00,
Airport,17:04:19,
Airport,19:47:15,
Airport,18:59:05,
City,06:38:00,
Airport,23:01:00,
City,13:02:00,
City,21:22:00,
City,21:44:48,
City,07:14:05,
City,15:24:45,
City,21:48:02,
Airport,09:38:00,
City,05:50:00,
City,08:10:03,
Airport,17:19:57,
City,09:35:42,
City,16:43:10,
City,21:30:34,
City,07:46:00,
Airport,18:38:00,
Airport,03:17:00,
City,13:56:50,
Airport,20:14:21,
Airport,06:10:03,
City,06:08:33,
Airport,10:55:52,
City,19:45:28,
City,16:16:00,
Airport,21:09:00,
Airport,04:13:56,
Airport,19:30:33,
City,21:46:45,
Airport,02:17:00,
City,00:42:20,
City,05:19:47,
Airport,08:37:13,
City,17:12:20,
City,21:34:05,
Airport,07:17:34,
City,08:13:37,
City,08:03:01,
Airport,09:56:35,
Airport,14:02:00,
City,17:34:00,
City,15:41:00,
Airport,19:17:00,
City,01:12:32,
Airport,06:04:24,
City,17:19:55,
Airport,20:19:50,
Airport,20:58:21,
Airport,22:25:32,
City,14:28:00,
Airport,17:01:00,
Airport,23:26:00,
City,08:22:00,
City,12:08:00,
City,22:19:00,
City,06:30:08,
Airport,08:50:45,
City,09:11:02,
Airport,10:14:36,
Airport,10:17:39,
City,21:49:39,
Airport,16:03:00,
City,23:17:00,
Airport,09:37:00,
Airport,20:24:00,
Airport,17:46:30,
Airport,21:16:33,
City,04:46:17,
Airport,13:08:15,
City,04:54:59,
City,09:53:30,
Airport,22:03:00,
City,08:48:00,
City,22:52:00,
City,06:32:00,
Airport,19:38:00,
Airport,08:09:40,
Airport,15:42:35,
City,20:27:10,
City,07:03:49,
City,10:06:00,
City,16:39:00,
City,22:26:00,
Airport,07:23:00,
Airport,11:33:00,
City,20:29:00,
Airport,05:49:52,
City,10:21:04,
City,22:22:46,
City,08:29:25,
City,18:26:00,
City,04:45:00,
City,17:04:00,
City,04:53:36,
Airport,08:48:27,
Airport,17:48:26,
Airport,22:26:29,
City,02:52:39,
City,13:14:44,
Airport,03:22:27,
City,06:51:10,
City,09:19:29,
Airport,14:21:50,
Airport,22:04:52,
City,17:55:00,
City,22:59:00,
City,07:37:00,
Airport,09:15:00,
Airport,18:38:00,
City,07:10:45,
Airport,12:57:34,
Airport,18:57:24,
City,06:48:51,
Airport,15:09:22,
Airport,20:35:30,
Airport,11:27:18,
City,14:02:35,
City,09:17:00,
Airport,12:45:00,
City,15:38:00,
Airport,17:35:00,
City,07:58:00,
City,12:24:00,
City,18:39:00,
Airport,08:25:17,
Airport,21:54:09,
City,06:05:14,
Airport,11:49:01,
Airport,05:35:45,
City,09:26:00,
Airport,12:19:00,
City,18:34:00,
Airport,00:06:34,
City,06:39:09,
Airport,11:16:57,
Airport,20:48:33,
City,07:40:48,
Airport,19:24:48,
City,20:06:18,
City,16:53:00,
Airport,06:08:00,
Airport,15:20:00,
City,21:43:00,
City,06:41:04,
City,19:11:32,
Airport,22:36:27,
Airport,05:10:25,
City,08:02:05,
City,19:05:36,
Airport,20:40:00,
Airport,09:16:00,
Airport,11:28:00,
City,22:46:00,
Airport,10:10:00,
Airport,16:03:13,
City,19:00:49,
City,10:09:16,
City,07:32:41,
Airport,13:35:56,
City,07:34:00,
City,19:15:00,
City,22:41:00,
City,07:42:00,
Airport,20:15:00,
City,05:42:33,
City,15:00:02,
Airport,00:38:21,
City,03:09:17,
Airport,09:50:59,
City,19:59:57,
Airport,10:57:00,
City,16:54:00,
City,05:48:00,
Airport,04:54:15,
Airport,08:52:45,
City,22:15:07,
City,07:38:26,
City,18:44:57,
City,05:45:00,
City,10:05:00,
City,13:32:00,
City,01:15:00,
Airport,17:30:00,
City,18:48:00,
City,08:22:49,
City,11:18:02,
City,16:33:05,
Airport,19:22:51,
City,13:01:23,
Airport,20:59:09,
City,05:53:21,
Airport,12:09:01,
Airport,22:22:03,
Airport,12:05:00,
City,19:49:00,
City,10:36:00,
City,22:37:00,
City,11:10:05,
Airport,22:50:47,
City,23:46:19,
City,05:59:10,
Airport,07:50:14,
City,18:34:51,
City,05:23:42,
City,17:33:50,
Airport,23:37:00,
Airport,09:56:00,
City,20:02:00,
City,07:59:50,
City,16:52:55,
City,00:22:54,
Airport,08:27:23,
Airport,05:19:12,
City,09:00:26,
Airport,11:43:12,
City,17:57:37,
City,07:32:00,
City,14:52:00,
City,15:32:00,
Airport,09:57:29,
City,05:11:38,
City,05:45:00,
City,14:00:00,
Airport,14:29:00,
Airport,20:34:00,
Airport,23:53:00,
City,07:37:29,
Airport,23:40:51,
City,04:40:41,
City,10:34:17,
City,18:42:37,
City,07:03:01,
Airport,12:17:49,
City,18:43:35,
Airport,04:46:08,
Airport,05:38:23,
Airport,13:18:22,
City,17:22:06,
City,16:55:44,
City,20:18:00,
Airport,01:52:50,
Airport,08:11:13,
Airport,17:10:30,
Airport,08:40:30,
City,13:07:35,
Airport,19:50:28,
City,23:07:06,
Airport,05:29:00,
Airport,12:43:00,
Airport,11:33:00,
Airport,18:16:00,
City,14:42:19,
Airport,09:54:17,
City,18:17:33,
City,02:01:30,
City,08:19:48,
Airport,18:07:05,
Airport,17:13:00,
Airport,05:19:00,
Airport,12:30:00,
Airport,21:27:22,
City,08:32:09,
Airport,16:34:22,
Airport,08:23:00,
City,12:47:00,
City,22:09:00,
City,09:55:00,
Airport,10:41:00,
Airport,18:30:00,
Airport,03:37:35,
City,14:33:34,
Airport,18:12:32,
Airport,10:46:03,
City,11:54:17,
Airport,16:30:16,
Airport,01:29:00,
City,05:06:00,
Airport,09:47:00,
City,16:16:00,
City,20:15:00,
Airport,22:44:00,
Airport,03:14:15,
Airport,08:48:42,
City,12:06:57,
Airport,05:04:53,
Airport,22:32:15,
Airport,18:03:39,
Airport,10:20:00,
Airport,22:00:00,
Airport,07:13:00,
Airport,04:07:13,
Airport,19:11:00,
Airport,17:37:10,
Airport,13:35:34,
Airport,22:26:08,
Airport,07:01:00,
City,09:29:00,
Airport,06:09:00,
Airport,21:20:00,
City,12:35:14,
Airport,00:32:45,
Airport,09:59:09,
City,12:23:06,
City,15:20:35,
Airport,09:10:25,
City,13:19:25,
Airport,23:35:13,
City,07:39:00,
City,10:15:00,
City,17:38:00,
City,21:05:00,
City,08:08:00,
Airport,20:43:00,
Airport,06:53:25,
City,19:04:23,
Airport,08:50:51,
City,18:41:23,
City,07:49:45,
City,14:57:52,
City,23:23:48,
City,01:00:00,
City,09:43:00,
Airport,12:49:00,
Airport,20:46:00,
City,22:26:00,
City,18:00:59,
City,14:12:00,
Airport,18:46:48,
Airport,08:32:39,
Airport,12:54:09,
Airport,21:51:29,
Airport,05:39:00,
City,08:11:00,
Airport,09:31:00,
City,22:13:00,
Airport,21:02:35,
City,23:40:04,
City,08:56:31,
City,12:15:42,
Airport,23:36:53,
City,11:20:00,
Airport,16:40:00,
City,20:03:00,
City,04:46:00,
City,13:24:00,
City,19:41:00,
Airport,06:13:27,
Airport,16:56:55,
Airport,05:18:07,
City,20:04:32,
Airport,05:23:07,
City,21:22:16,
Airport,08:36:00,
Airport,15:35:00,
City,22:48:00,
Airport,06:04:00,
City,11:59:00,
Airport,17:34:00,
City,14:12:23,
City,17:58:52,
City,12:29:14,
Airport,22:25:11,
City,07:44:41,
City,06:00:00,
Airport,17:29:00,
Airport,05:52:00,
Airport,09:54:42,
City,11:38:13,
City,19:45:45,
City,03:47:48,
City,07:53:45,
Airport,16:43:19,
Airport,06:11:00,
Airport,18:16:00,
Airport,22:39:00,
City,07:16:45,
City,15:28:02,
City,20:49:13,
Airport,05:49:34,
City,20:29:24,
Airport,23:02:31,
Airport,11:08:00,
City,16:25:00,
City,20:42:00,
City,04:46:00,
City,12:32:00,
Airport,21:04:00,
City,04:49:55,
Airport,06:42:12,
City,09:18:42,
City,12:47:46,
City,19:20:06,
City,16:55:46,
Airport,10:06:00,
Airport,11:42:00,
Airport,10:35:00,
City,19:19:23,
City,06:06:21,
City,22:21:28,
City,02:35:11,
Airport,21:58:19,
Airport,07:13:00,
City,09:37:00,
City,17:32:00,
City,19:19:00,
City,07:32:12,
City,17:02:43,
City,09:42:11,
Airport,17:58:00,
City,22:51:00,
Airport,05:16:00,
Airport,15:46:00,
Airport,19:25:00,
Airport,15:24:47,
Airport,19:42:01,
Airport,02:42:00,
City,11:04:55,
City,17:35:53,
City,22:03:00,
City,14:13:00,
Airport,21:37:00,
City,05:20:05,
Airport,06:20:10,
Airport,13:37:26,
City,06:27:11,
Airport,13:23:00,
Airport,07:32:39,
Airport,17:31:22,
City,19:40:11,
City,10:56:15,
City,19:10:20,
City,06:10:00,
City,14:24:00,
City,23:40:00,
City,13:12:47,
Airport,17:45:55,
City,05:35:58,
Airport,18:48:48,
City,19:52:00,
City,05:09:00,
Airport,09:13:00,
City,13:43:00,
City,08:49:48,
Airport,11:31:09,
Airport,18:02:12,
City,23:09:23,
Airport,17:35:20,
Airport,10:59:00,
Airport,15:58:00,
City,19:06:00,
Airport,05:59:00,
Airport,08:57:00,
City,10:08:00,
Airport,22:00:00,
City,05:43:57,
City,08:40:06,
City,11:41:45,
Airport,23:40:57,
City,08:30:35,
City,19:12:24,
Airport,21:46:05,
City,04:46:00,
City,17:49:00,
City,20:55:00,
City,21:07:00,
Airport,15:52:40,
Airport,00:07:29,
Airport,11:41:55,
Airport,17:34:36,
City,07:21:55,
City,11:38:00,
Airport,14:50:00,
Airport,18:25:00,
City,06:35:59,
City,21:21:52,
Airport,08:08:15,
City,09:53:12,
City,06:13:00,
City,08:36:00,
City,20:30:00,
Airport,12:24:00,
City,19:12:00,
City,07:10:57,
Airport,19:24:22,
City,08:46:16,
Airport,15:34:27,
City,05:02:55,
City,09:03:38,
City,09:24:00,
City,17:50:00,
Airport,01:27:34,
City,05:35:47,
Airport,06:55:43,
City,05:10:00,
City,09:22:00,
City,04:45:00,
City,17:12:42,
Airport,16:07:20,
Airport,19:51:00,
Airport,04:58:00,
City,13:36:11,
Airport,23:21:24,
City,07:13:44,
City,18:03:42,
Airport,23:19:15,
City,07:03:13,
City,11:27:33,
City,23:38:20,
Airport,07:05:00,
Airport,09:24:00,
City,23:40:00,
Airport,01:17:55,
Airport,06:26:22,
City,09:29:54,
City,13:22:22,
Airport,17:17:31,
City,09:33:34,
Airport,14:13:38,
City,11:52:00,
Airport,03:25:00,
Airport,08:08:00,
City,12:32:00,
Airport,15:42:00,
City,04:51:23,
City,20:35:37,
Airport,03:00:20,
City,07:32:52,
City,10:26:23,
Airport,18:28:29,
Airport,12:12:56,
City,07:21:00,
City,14:05:00,
Airport,08:10:00,
City,10:56:00,
Airport,15:13:00,
City,19:02:42,
City,07:10:55,
City,17:50:24,
City,20:03:55,
Airport,07:15:56,
Airport,11:10:14,
City,17:43:20,
Airport,20:14:02,
City,22:25:00,
Airport,09:33:00,
City,17:12:00,
City,02:10:23,
Airport,07:30:01,
City,01:54:08,
City,18:09:46,
Airport,22:27:13,
City,14:22:11,
Airport,20:06:36,
Airport,07:39:00,
Airport,12:10:00,
City,17:52:00,
Airport,23:54:00,
Airport,08:22:37,
Airport,13:03:19,
City,08:18:15,
Airport,20:45:20,
City,23:36:12,
Airport,05:04:25,
City,07:52:18,
Airport,14:57:34,
City,23:19:07,
Airport,18:11:00,
Airport,04:59:00,
Airport,22:18:00,
City,05:12:15,
Airport,12:51:25,
Airport,19:20:55,
City,19:07:43,
City,00:04:44,
Airport,06:51:58,
City,19:51:39,
Airport,05:46:00,
Airport,12:07:00,
Airport,18:42:00,
Airport,04:07:00,
City,10:19:00,
City,18:58:00,
Airport,10:08:23,
Airport,12:17:16,
Airport,22:57:04,
City,06:44:29,
Airport,23:17:20,
Airport,08:38:57,
Airport,17:19:51,
City,12:34:00,
Airport,20:31:00,
City,09:56:00,
Airport,17:29:00,
Airport,05:36:44,
City,11:44:09,
City,06:33:47,
City,20:56:31,
Airport,01:05:20,
Airport,05:34:20,
Airport,12:53:26,
Airport,18:25:00,
City,20:11:00,
Airport,04:46:00,
City,16:08:00,
Airport,21:50:00,
Airport,17:14:33,
Airport,22:23:24,
Airport,22:37:51,
Airport,22:57:48,
City,00:54:00,
Airport,08:19:00,
City,11:13:00,
City,14:13:00,
Airport,07:29:00,
City,18:08:00,
Airport,23:35:00,
Airport,12:03:56,
City,05:33:45,
City,17:59:51,
City,22:47:49,
Airport,11:47:00,
City,17:08:08,
City,05:58:18,
Airport,09:09:21,
City,19:47:25,
City,10:46:39,
Airport,06:10:00,
Airport,17:48:00,
City,21:14:00,
Airport,06:38:00,
City,19:56:00,
City,06:40:36,
City,13:46:22,
City,17:54:45,
Airport,09:03:42,
Airport,18:27:59,
City,07:14:00,
Airport,08:18:00,
Airport,22:27:00,
City,12:20:00,
City,11:47:13,
Airport,22:49:28,
City,05:32:23,
Airport,15:55:15,
City,20:53:25,
Airport,09:23:39,
City,10:52:25,
City,14:18:11,
City,06:07:00,
City,11:31:00,
City,18:56:00,
Airport,05:53:50,
City,18:29:57,
City,09:16:06,
City,06:38:59,
Airport,15:37:04,
City,20:57:08,
City,07:17:00,
Airport,19:53:00,
Airport,03:13:00,
City,04:53:00,
Airport,10:00:00,
Airport,16:25:00,
City,19:27:00,
City,09:44:54,
Airport,11:44:02,
Airport,04:30:34,
City,12:48:16,
City,04:45:25,
City,15:17:34,
Airport,19:20:44,
City,22:08:28,
Airport,04:49:00,
Airport,16:04:00,
City,07:48:00,
City,14:42:00,
Airport,05:39:33,
City,19:02:02,
City,06:54:05,
City,23:24:48,
City,06:15:03,
Airport,00:45:00,
City,09:13:00,
City,21:18:00,
Airport,13:28:00,
City,06:46:32,
Airport,12:59:26,
City,18:24:42,
City,20:27:44,
City,08:05:17,
Airport,11:55:21,
City,19:52:36,
Airport,21:04:00,
Airport,17:57:00,
Airport,07:16:00,
Airport,12:59:00,
Airport,14:23:37,
City,01:37:38,
City,05:17:09,
City,11:30:28,
Airport,21:08:42,
Airport,23:44:23,
City,23:37:00,
Airport,05:43:00,
Airport,15:31:00,
City,17:15:00,
Airport,22:54:00,
Airport,04:54:29,
City,07:22:01,
Airport,21:36:57,
City,10:28:45,
Airport,11:57:13,
Airport,18:23:42,
City,05:56:00,
City,09:44:00,
City,18:35:00,
City,08:00:19,
City,00:38:22,
Airport,08:31:12,
Airport,12:44:52,
Airport,04:38:00,
City,11:48:00,
Airport,17:30:00,
City,15:44:39,
Airport,18:47:13,
Airport,08:57:14,
City,18:24:42,
City,07:10:20,
City,21:33:54,
Airport,05:33:00,
City,21:47:00,
Airport,19:26:50,
City,18:42:23,
City,04:50:54,
City,18:08:33,
Airport,18:03:00,
Airport,05:29:00,
Airport,08:58:00,
City,11:08:00,
Airport,17:44:00,
Airport,23:44:47,
Airport,15:23:51,
City,18:20:30,
City,12:41:00,
City,20:49:00,
City,23:45:00,
Airport,10:29:00,
Airport,17:39:00,
City,07:42:07,
Airport,09:47:21,
City,21:22:27,
Airport,07:31:47,
City,22:13:11,
Airport,06:53:00,
City,21:43:00,
Airport,09:11:00,
Airport,08:55:14,
Airport,12:37:22,
Airport,17:36:08,
City,07:10:09,
City,00:06:12,
Airport,02:08:39,
City,15:02:26,
City,19:16:21,
Airport,12:57:00,
City,14:40:00,
Airport,20:02:00,
Airport,05:37:00,
Airport,07:35:00,
Airport,07:40:16,
City,05:45:04,
City,10:00:27,
City,13:49:37,
City,06:16:00,
City,20:47:00,
City,17:55:00,
Airport,19:41:00,
City,06:42:13,
City,11:10:13,
City,00:29:15,
City,15:13:06,
City,09:27:00,
Airport,15:36:00,
City,17:40:00,
City,20:57:00,
Airport,04:19:00,
City,19:09:00,
Airport,21:18:00,
Airport,06:46:08,
City,09:37:03,
City,21:41:42,
City,20:33:06,
Airport,06:20:00,
Airport,14:51:00,
Airport,06:27:00,
Airport,15:18:00,
Airport,10:42:45,
City,20:50:24,
City,10:51:47,
City,18:23:00,
City,07:50:00,
Airport,12:54:00,
Airport,21:10:00,
Airport,05:42:00,
City,07:17:00,
City,19:33:00,
City,11:53:57,
City,22:49:53,
Airport,06:03:00,
Airport,09:39:00,
Airport,15:07:00,
Airport,20:12:00,
Airport,05:48:00,
Airport,07:03:54,
City,17:28:59,
City,18:41:20,
City,21:52:03,
City,08:28:00,
City,11:54:15,
City,16:56:31,
Airport,23:50:07,
City,03:05:44,
Airport,07:35:57,
City,09:53:16,
City,21:14:11,
Airport,09:45:00,
City,13:56:00,
City,21:49:00,
Airport,07:21:23,
City,10:45:15,
Airport,12:29:10,
City,21:51:23,
City,06:35:37,
City,20:19:57,
City,05:56:46,
Airport,12:04:14,
City,20:24:57,
Airport,23:59:58,
City,05:49:00,
Airport,21:24:00,
City,01:03:00,
City,10:26:00,
City,13:55:29,
City,09:08:30,
Airport,10:33:30,
Airport,15:53:16,
City,08:17:00,
City,14:15:00,
Airport,03:55:54,
City,05:35:41,
City,10:08:03,
Airport,19:26:06,
City,17:35:58,
Airport,07:42:00,
City,09:15:00,
City,12:42:00,
Airport,18:13:00,
City,22:40:00,
Airport,19:16:00,
City,00:42:59,
City,06:15:08,
City,16:39:13,
City,13:20:59,
City,17:06:36,
City,04:21:00,
Airport,13:41:00,
City,11:02:00,
City,20:33:00,
Airport,19:30:32,
Airport,07:24:48,
City,13:10:12,
Airport,22:02:14,
City,05:00:00,
Airport,20:27:00,
City,21:29:00,
Airport,23:22:00,
Airport,06:40:58,
City,15:10:47,
City,04:48:19,
City,14:36:44,
City,22:45:00,
City,05:34:00,
City,09:06:18,
Airport,10:21:25,
City,07:46:59,
Airport,16:34:16,
Airport,20:17:06,
City,23:17:35,
Airport,12:58:00,
Airport,19:49:00,
City,22:11:00,
City,00:11:00,
Airport,11:20:00,
City,15:41:05,
City,22:06:13,
City,12:21:00,
City,11:03:10,
City,17:44:41,
City,13:46:00,
City,05:45:00,
Airport,06:27:00,
City,07:14:14,
Airport,10:28:11,
Airport,17:49:21,
City,21:35:46,
Airport,22:15:02,
Airport,08:22:00,
Airport,04:49:00,
Airport,10:36:59,
Airport,19:21:59,
Airport,22:43:48,
City,20:35:13,
Airport,06:51:00,
City,17:04:00,
City,19:35:00,
Airport,07:04:00,
Airport,14:50:00,
City,17:55:00,
City,06:39:32,
City,17:41:23,
City,12:37:09,
City,08:30:58,
Airport,12:38:02,
City,21:46:33,
City,08:05:00,
City,20:07:00,
Airport,22:00:00,
City,16:14:00,
Airport,21:43:00,
City,11:53:29,
City,14:26:10,
Airport,15:30:45,
Airport,16:00:00,
City,19:00:00,
Airport,21:51:00,
City,04:59:00,
City,07:49:00,
City,22:33:00,
Airport,06:05:43,
City,15:27:17,
City,08:59:00,
City,20:17:05,
Airport,00:36:00,
Airport,08:10:00,
City,14:56:00,
City,20:27:00,
Airport,20:26:00,
Airport,20:33:45,
City,09:15:54,
City,18:44:08,
City,04:59:00,
City,21:11:00,
Airport,07:07:00,
City,11:14:00,
City,20:07:23,
City,08:20:00,
Airport,14:31:00,
Airport,18:52:00,
City,09:14:00,
City,16:52:00,
City,14:26:01,
City,18:31:35,
City,07:10:55,
Airport,13:01:58,
Airport,09:37:46,
Airport,12:59:50,
City,22:05:00,
City,03:55:10,
Airport,17:37:32,
City,18:29:55,
Airport,00:07:29,
Airport,08:54:52,
Airport,06:36:00,
City,12:01:00,
Airport,06:34:00,
Airport,15:49:00,
Airport,12:35:31,
City,22:41:50,
City,07:36:48,
City,13:30:24,
City,16:21:08,
Airport,06:30:21,
Airport,22:07:56,
City,11:30:00,
Airport,18:21:00,
Airport,08:39:00,
City,11:30:00,
City,05:09:48,
City,15:52:00,
Airport,09:27:27,
City,12:20:51,
City,05:20:37,
City,14:52:02,
Airport,04:54:00,
City,18:35:00,
Airport,19:58:00,
City,06:37:00,
Airport,20:32:00,
Airport,07:34:49,
City,20:39:10,
City,06:22:48,
City,12:08:47,
City,15:03:22,
City,10:14:00,
City,17:56:00,
City,08:19:00,
City,08:10:55,
City,05:20:08,
Airport,09:56:21,
Airport,11:30:00,
City,03:37:00,
Airport,08:14:00,
City,10:59:00,
Airport,10:08:03,
City,21:40:48,
City,05:19:00,
Airport,09:51:06,
Airport,17:45:25,
Airport,06:36:00,
City,15:03:00,
City,18:27:00,
City,05:30:00,
Airport,21:23:00,
Airport,20:47:31,
City,22:09:53,
City,04:04:43,
Airport,07:27:53,
City,09:38:06,
Airport,13:09:43,
Airport,16:21:43,
City,08:34:00,
Airport,11:49:00,
Airport,14:52:00,
City,19:50:00,
City,11:18:00,
City,16:10:00,
City,18:42:00,
City,09:28:16,
City,15:26:37,
City,20:00:58,
City,10:41:28,
Airport,19:16:11,
City,08:17:31,
Airport,23:51:42,
Airport,07:28:00,
Airport,16:01:00,
City,16:45:00,
City,05:10:28,
Airport,16:39:52,
Airport,19:43:33,
Airport,03:04:32,
Airport,14:31:47,
Airport,07:19:00,
Airport,10:16:00,
City,22:48:00,
Airport,05:28:00,
City,07:27:00,
City,13:40:00,
City,19:57:00,
Airport,05:05:59,
City,21:10:35,
City,08:16:58,
Airport,07:05:19,
Airport,19:09:35,
City,21:03:48,
City,11:04:00,
City,13:45:00,
Airport,15:06:00,
City,05:30:00,
Airport,22:52:41,
Airport,18:16:47,
Airport,18:43:20,
Airport,06:22:00,
Airport,17:53:00,
City,21:01:00,
Airport,17:42:12,
City,10:01:28,
Airport,10:06:37,
City,18:45:58,
Airport,08:07:00,
City,10:16:00,
Airport,12:01:00,
City,12:17:00,
Airport,05:22:17,
Airport,08:18:54,
City,15:37:16,
City,22:08:31,
Airport,08:29:44,
City,07:19:13,
Airport,15:21:39,
Airport,18:18:34,
City,19:11:18,
City,04:52:00,
Airport,17:19:00,
City,05:20:12,
City,11:44:06,
City,05:06:18,
City,16:35:35,
City,20:31:29,
City,11:18:00,
Airport,15:30:00,
City,20:11:00,
Airport,01:33:00,
Airport,19:00:00,
City,05:50:50,
City,10:51:27,
City,07:14:10,
Airport,19:05:58,
Airport,02:59:50,
City,06:56:07,
Airport,13:20:00,
Airport,06:25:00,
City,09:09:42,
City,15:22:12,
City,14:22:48,
City,20:30:34,
City,12:42:00,
City,19:33:00,
Airport,04:58:00,
City,20:57:00,
City,03:48:21,
Airport,07:07:29,
City,17:04:29,
Airport,21:14:26,
Airport,22:34:55,
City,08:37:00,
City,12:58:00,
Airport,16:55:00,
City,20:50:00,
City,06:25:15,
City,21:45:14,
City,06:36:01,
Airport,08:01:59,
Airport,19:58:08,
City,10:41:34,
City,22:55:07,
Airport,00:20:00,
City,11:00:00,
Airport,21:00:54,
Airport,17:46:11,
Airport,02:28:34,
City,20:07:33,
City,22:51:55,
Airport,05:07:00,
Airport,16:11:00,
City,18:28:00,
City,21:23:00,
Airport,06:53:00,
Airport,09:42:00,
City,14:54:00,
Airport,05:23:09,
City,11:41:07,
Airport,12:31:42,
City,17:41:00,
Airport,09:36:00,
Airport,02:57:40,
Airport,18:57:45,
City,23:16:27,
Airport,07:59:14,
City,21:57:56,
Airport,22:30:00,
City,17:53:00,
City,21:37:00,
Airport,18:56:20,
City,01:09:39,
City,17:25:26,
City,05:35:00,
City,22:23:00,
City,20:23:00,
Airport,19:31:38,
Airport,09:10:51,
City,12:53:03,
City,06:09:26,
Airport,07:35:03,
Airport,10:52:02,
City,12:31:09,
City,17:19:42,
City,22:01:09,
Airport,04:47:00,
Airport,21:07:00,
City,22:39:00,
Airport,10:43:30,
City,17:23:53,
City,21:51:46,
City,08:43:21,
City,22:21:38,
City,13:56:00,
City,18:28:00,
Airport,19:46:35,
City,11:02:05,
Airport,18:03:53,
City,05:48:03,
Airport,19:24:59,
City,21:51:36,
Airport,23:45:13,
City,09:33:00,
Airport,19:58:00,
City,08:09:00,
City,19:21:00,
Airport,12:51:13,
Airport,19:05:00,
City,20:12:00,
City,13:26:29,
City,20:23:33,
City,07:15:09,
Airport,23:20:36,
City,05:29:00,
Airport,21:23:00,
Airport,00:54:00,
Airport,06:45:00,
City,10:56:00,
Airport,05:34:59,
City,10:41:55,
City,09:01:27,
City,20:42:51,
Airport,05:11:57,
City,20:32:52,
City,09:24:00,
Airport,19:42:00,
Airport,08:28:00,
Airport,09:02:47,
Airport,21:19:45,
City,20:20:10,
City,09:28:00,
City,12:35:00,
Airport,20:39:00,
City,23:17:00,
City,07:24:00,
Airport,23:11:00,
Airport,06:01:11,
Airport,21:38:20,
City,22:38:38,
Airport,06:44:16,
Airport,02:04:00,
City,06:05:00,
City,19:00:00,
Airport,08:53:00,
City,22:50:00,
Airport,06:58:03,
City,19:28:20,
Airport,00:38:29,
Airport,04:54:07,
Airport,17:34:16,
Airport,13:55:13,
Airport,07:52:00,
Airport,20:00:00,
City,12:01:34,
City,18:16:19,
