Name,Latitude,Longitude
Anekal Cross,12.70531667,77.69111626
Anekal,12.70531667,77.69113292
Vandanahalli,12.7246,77.70344958
Bedaganahalli,12.75146667,77.70384958
Naganayakanahalli,12.76853333,77.70073291
Ram Mandira,12.98418333,77.55728302
Bhashyam Circle,12.98455,77.55401636
Havanur Circle,12.98801667,77.53771637
Basaveshwara Nagar,12.98848333,77.53401637
Poornima Talkies (Lalbhagh RD),12.96068333,77.58794967
R.V Teachers Colony,12.94373333,77.581083
Jayanagar 1St Block,12.93641667,77.584083
Jayanagar 4th Block,12.92713333,77.59161633
Jayadeva (Nival Tech),12.91673333,77.60311633
Central Silk Board (ORR),12.91758333,77.62351631
Wipro,12.83928333,77.65949962
Jayanagara (Kempe Gowda School,12.92158333,77.59701633
Jayanagar Pump House,12.91733333,77.59691633
Jayanagara 4th T Block,12.9263,77.58794967
Church Bus Stop,12.92721667,77.58356634
Jayanagar 4th Block (Bus Stati,12.927665,77.58359467
Jayanagar 3rd Block,12.93156667,77.583933
Jayanagara Madavan Park,12.94221667,77.58516634
Ashoka Pillar,12.9446,77.580033
Guddada Halli,12.78818333,77.73689955
Attibele,12.7783,77.77129953
Yedwanahalli,12.78516667,77.75131621
Guest Line,12.78655,77.74199955
Neraluru (Attibele RD),12.79175,77.72963289
Tirumgondanahalli,12.7938,77.72184957
Hale Chandapura,12.80118333,77.71236624
Hennagara cross,12.80635,77.69924959
Indian Express Stop,12.98398333,77.59741633
Forum Mall (Hosur RD),12.93411666,77.61233298
Johnson Market,12.96538333,77.60684965
ST Marks RD,12.97381667,77.60148299
M G Road,12.97441667,77.61413298
AMC College,12.82896389,77.58765522
Venkatadri Cross,12.89853333,77.59466633
K.R.Circle,12.97533333,77.58696634
K H Road,12.958,77.59299966
HSBC Bank,12.89248333,77.59884966
Begihalli,12.79206667,77.60234965
Hara Gadde,12.75778333,77.65236629
Madapatna,12.77006667,77.6422663
Jigani,12.78528333,77.63569963
Himagiri (Bannerghatta RD),12.86208333,77.59048299
Jayadeva Jn. (Hospital),12.91878333,77.60004966
Kengeri Housing Board Qrts,12.93313333,77.48808306
Kengeri Upanagar,12.92411667,77.48489973
BGS Health City,12.90256667,77.49798305
Omkar Ashrama,12.90471667,77.50461638
Channasandra,12.90258333,77.52039971
Arehalli,12.90835,77.53771636
Uttarahalli Circle,12.90576667,77.54269969
K.R. Hospital (Uttarahalli),12.90676666,77.54578303
Uttarahalli Bank Colony,12.9084,77.54849969
Electronic City 2nd Phase,12.84781389,77.67089961
Electronic City 1st Phase,12.85416667,77.66558294
Purnaprjna Water Tank,12.90838333,77.5345497
Padavalamma Temple,12.90498333,77.52873304
Gurukul School (Uttarahalli Ro,12.90446667,77.52706637
BGS Main Gate,12.90701389,77.49897472
Savan Darshan Ashrama,12.90965,77.49274972
VES School Cross (Uttarahalli,12.90761667,77.48899972
Uttara Halli Cross,12.91198333,77.48484973
Kengeri Post Office,12.91418333,77.4813664
Yelahanka New Bus stand,13.10718333,77.57566634
Yelahanka 4th Phase Bus Stand,13.10621666,77.57283301
Shivananda circle,12.98581667,77.57489968
Shivananda stop,12.98593333,77.57474412
Hebbala kempapura,13.048,77.59206633
Yelahanka 5th phase,13.10681666,77.57664968
I.A.F/Mekheri Circle,13.0188,77.584033
Palace Grounds/Mekhri circle,13.01758333,77.58396634
Majestic (KBS),12.97833333,77.57209968
Military Accounts Office,12.96691667,77.62076632
Mayo Hall (Victoria RD),12.9667,77.61248298
Mallya Hospital,12.97026666,77.59431633
Mysore Bank Circle,12.9722,77.582333
R.M. Guttahalli,12.9987,77.58411634
Mekhri (Palace ground),13.01061667,77.58379967
Gangenahalli,13.02231667,77.58434967
C.B.I (Bellary RD),13.02908333,77.58639967
Basavapura,12.84673333,77.58826633
Nice Road,12.84623333,77.58819966
Himagiri,12.86208333,77.590483
Venkatadri Cross (Bilekahalli),12.89853333,77.59466633
Bilekallahalli,12.90086666,77.60113299
Honey Well (Bannerghatta Road),12.88721667,77.59691633
Hulimavu,12.88148333,77.59593299
Meenakshi Temple,12.8742,77.59456633
Kadena Agrahara,12.86588333,77.59176633
Gottigere Stop,12.85603333,77.58886633
Kalkere,12.83261667,77.58898299
Bannerghatta National Park,12.80133333,77.57679967
Madiwala Check Post (Big Bazar,12.9339,77.61093298
Kormangala Water Tank (VIT),12.92925,77.62173298
Marathahalli P/O (Varthur Rd),12.95518333,77.68871627
HAL Kalyan Mantap,12.9545,77.67981627
Murigesh Palya,12.9592,77.65623295
Manipal Hospital (Opp Leela pa,12.95943333,77.65069962
Kormangala BDA Complex,12.93128333,77.62246631
Kempapura (ORR),13.04371667,77.60111633
Veeranapalya,13.0422,77.61361632
Kalyannagar,13.02628333,77.63808296
Babusab Palya Jn.(80 Feet Road,13.0226,77.64768296
Doddanekkundi,12.97945,77.69484959
Marathahalli Multiplex Bridge,12.9516,77.69968292
ECO Space (RMZ),12.9286,77.6817996
Bellandur Gate (ORR),12.92596667,77.67619961
Jayadeva (ORR),12.91658333,77.59968299
Central Silk  Board (ORR),12.91764833,77.62405131
Sarjapur Cross,12.92111667,77.66618294
AKME Apartments (ORR),12.92283333,77.66999961
Veeranapalya (ORR),13.04188889,77.61391354
HSR Layout,12.91588333,77.63768296
Hebbala Dairy Gate,13.048,77.59206634
G.K.V.K (Bellary RD),13.07418333,77.592733
Jakkur Aerodrome,13.07478333,77.59261634
Govt. School (New Town),13.09985,77.57678301
Nagavara,13.04011667,77.62439964
Hennuru (ORR),13.02771667,77.63303297
Mahadevpura,12.99133333,77.68736626
Kartik Nagar,12.96835,77.70156626
Kartika Nagar,12.96835,77.70156625
Mahadevpura (ORR),12.99115,77.68736627
Rammurthynagar/Channasandra,13.01118333,77.66228295
Banaswadi,13.0193,77.65546629
Babusab Palya,13.02251666,77.64759963
Hennuru Jn. (ORR),13.0274,77.63323297
Nagawara Jn.,13.04068333,77.62378297
IBM Manyatha Tech Park,13.04113333,77.62009965
Hebbala (ORR),13.04288333,77.59119134
Vijayanagar Bus Station,12.97195,77.5378997
Depot 5 (Vijayanagar),12.96381667,77.5345497
Deepanjali Nagar (Depot -16),12.95188333,77.53716637
Veerabhadra Nagar,12.93786667,77.53376637
Dwaraka Nagar,12.93415,77.5385497
Deepanjali Nagara (DEPOT-16),12.95121667,77.53721637
Adi Chunchanagiri Matta,12.97386667,77.54593302
Mysore Road Tolgate,12.95796666,77.55411635
Shivanahalli,12.9908,77.55093302
West Of Choard Road(Navarang),12.99978333,77.54983302
Chowdeshwarinagar Bus Station,13.03286667,77.55389969
Mattikere,13.0342,77.55768302
Toll Gate (Yeshwanthpura),13.01761667,77.56086635
Yeshwantpura Bus Stand,13.0182,77.55746636
Govt Soap Factory,13.01306667,77.55439969
Mahalakshmi Layout,13.01168333,77.54414969
Modi Circle,12.99961667,77.54991636
Basava Mantap Stop,12.99553333,77.55081636
Rajajinagar Power Station,12.98955,77.55058302
Industrial Town,12.98495,77.54906636
Magadi Road Tolgate,12.982,77.54911636
Kaderenahalli Cross,12.91361667,77.56726635
Sarjapur Jn (ORR),12.92108333,77.66553295
S.J.R.I Park,12.98132777,77.72773846
BTM MICO Layout,12.9166,77.60444966
Indira Nursing Home,12.92913333,77.56458301
Manuvana,12.97398333,77.54473302
Dhobi ghat,12.98716667,77.55098302
Manjunath Nagar/Modhi Hospital,12.99471667,77.55094969
Rajajinagar 1st Block,13.00348333,77.55003302
Mahalakshmi Layout Cross,13.00836667,77.54881636
Iskcon Temple,13.01171667,77.55144969
Yeshwantapura Toll Gate,13.01758333,77.56089968
Deewanar Palya,13.02686667,77.56179968
M S Ramaiah college,13.02845,77.56179968
Kengunta Circle,12.96035,77.50501638
Chandra Layout,12.9583,77.52628303
R.V. Dental College,12.911,77.58576633
Rajarajeswari Police station,12.91288333,77.52084971
Jn of Sarjapura Road,12.92108333,77.66553294
Palandur Agrahara Cross,12.98798333,77.73194956
Rajarajeswari Jn.,12.93595,77.51836638
Rajarajeswari Temple,12.92781667,77.51114971
Ideal Home Circle,12.92446667,77.51819971
BEML 3rd Stage,12.92275,77.51851638
BEML 5th stage Bus stand,12.9068,77.52128304
Post Office (Kengeri),12.91418333,77.4813664
R.V. College,12.92525,77.49928305
Hope Farm,12.98391667,77.75254955
Kadugodi Bus Station,12.99568333,77.75843287
Jayaram Dass( Kenhan Halli),12.93108333,77.50618305
R.V.Teachers Colony,12.92525,77.49928305
Ganesha Temple (Mysore RD),12.91136667,77.4803164
Railway Station (KST),12.91653333,77.48224973
Gurappanapalya,12.91945,77.60001633
Jakkasandra,12.92408333,77.63948296
Marathahalli Jn,12.95701667,77.70001626
Jn. Of Sarjapura Rd,12.86095,77.78338285
Marathahalli (Mulitplex ORR),12.95395,77.70023292
Kumarswamy Layout,12.9034,77.56189968
ISRO Layout,12.89883333,77.55798301
HSR (Depot-25),12.91981667,77.64288296
ITPL,12.98748333,77.73714956
ITPL Back Gate,12.98633333,77.73179956
I Gate (Perot Systems),12.97728333,77.71804957
Graphite India Limited,12.97721667,77.71001625
Marathahalli Bridge,12.95676666,77.70166625
J.P.Morgan,12.94245,77.69689959
Kadabisanahalli,12.93953333,77.69541626
New Horizion College (ORR),12.93596667,77.69183292
Devarabisanahalli,12.92976667,77.68473293
H.S.R. Layout (Depot-25),12.91973333,77.64308296
HSR 14th Main,12.91591667,77.6376663
HSR SI Apartment,12.91666667,77.62914964
Kormangala 100 Feet Road,12.93783333,77.62769964
Narayana Hrudayalaya,12.80963333,77.69631626
Bommasandra,12.81638333,77.69081626
Hebbagodi,12.82561667,77.68296627
Huskur Gate,12.83543333,77.6793496
Nayandhalli Cross,12.94506667,77.52853303
Garaje (DEPOT-5),12.9647,77.53478303
Maruthi Mandir,12.96763333,77.53606637
N.G.E.F Layout,12.96096667,77.50936638
R P C Layout,12.95798333,77.53393303
Nayandahalli Jn,12.94503333,77.52916637
Hoskere Halli Cross,12.9336,77.5394497
Hoskere Halli,12.9306,77.54339969
Janata Bazar (Kathariguppe),12.92818333,77.54601636
Hoskerehalli Cross (ORR),12.92971667,77.54419969
Hoskerehalli Petrol Bunk,12.93305,77.54008303
PES college (ORR),12.93511667,77.53661637
BHEL Gate (Mysore Road),12.94971667,77.53678303
Income Tax Layout,12.96,77.53201637
Nagarabhavi Circle,12.95851667,77.51891638
Nagarabhavi BDA Complex,12.97946667,77.51191638
Mono Type (Banashankari),12.92176667,77.57056635
Marenahalli,12.91688333,77.588983
Jayanagar  9th BL East,12.91685,77.59681633
BTM 16th Main,12.91646666,77.60866632
BTM Layout,12.9162,77.61626631
Infosys Main Gate,12.84545,77.66506628
PES College (Hosur),12.8582,77.66246628
Hosa Road Jn.,12.86916667,77.65369962
BTM Water Tank,12.91658333,77.60719132
MICO Layout,12.91668333,77.60413299
Jayanagar 9th block East,12.91685,77.59681633
Marenahalli Petrol Bunk,12.91691667,77.58871634
Jayanagar 5th BL East,12.91726667,77.583633
Sangam Circle,12.91773333,77.57729967
Mini Zoo (KIMS Hospital),12.9265,77.56131635
Gowdana Palya,12.91193333,77.55853302
Mekhri Circle East,13.01493188,77.58491081
Queens Road,12.98883669,77.59933173
Dickenson Road,12.98081336,77.61141317
Jn Bhaskaran and GC Rd,12.97565768,77.62007552
